universe,model,assets,training_observations,oos_observations,annual_return,volatility,downside_deviation,max_drawdown,cvar95_daily,sharpe,max_weight,effective_holdings,herfindahl,number_holdings
LongHistory_32,MinVar_8pct,32,1027,252,0.1732513365917916,0.10059433789188418,0.06659381825030256,-0.06569380789111146,0.013436733885149625,1.7222772197973708,0.04521135225108252,29.49295450974946,0.033906402956998795,32
LongHistory_32,MinVar_Uncapped,32,1027,252,0.17395142967275068,0.10104683351839372,0.06686550055976792,-0.06611988498336241,0.013500544130859783,1.721493129629698,0.04471366472442645,29.65037961346994,0.033726381012191414,32
LongHistory_32,Semideviation_8pct,32,1027,252,0.16440380083916417,0.09709039317085826,0.06393540456383735,-0.0608953230082776,0.012863931132322511,1.693306572050324,0.050258058849131634,27.68599267097846,0.03611934785521485,32
LongHistory_32,Semideviation_Uncapped,32,1027,252,0.17407087093379725,0.1058614720792576,0.06947862236907172,-0.06954908952004035,0.014005416510499148,1.6443269445891688,0.047167413292834054,30.180140522678904,0.033134371897591025,32
FullUniverse_33,MinVar_8pct,33,317,252,0.17351601908980419,0.10135763162551022,0.06727226221443357,-0.06625207004459,0.01356920285755562,1.7119186420110941,0.04538215105036737,29.838193671291965,0.03351409307870147,33
FullUniverse_33,MinVar_Uncapped,33,317,252,0.17418871511186862,0.10182872955607337,0.06755263278179002,-0.06669394464686185,0.013634747822369012,1.7106048152741533,0.04485686587434362,30.032804478446526,0.033296923726109706,33
FullUniverse_33,Semideviation_8pct,33,317,252,0.17807750945067835,0.10505301344176986,0.06936866049004282,-0.06914741614466735,0.013994874474937007,1.695120431260979,0.042318120576596764,31.050600592679274,0.03220549621947627,33
FullUniverse_33,Semideviation_Uncapped,33,317,252,0.18270828873647815,0.10892270846099189,0.07171244331812181,-0.07226965340165248,0.01445802562599489,1.6774122799371156,0.038566951946968034,32.045694095576174,0.031205440488119976,33
